[2025-09-06 00:31:08,867] 20 root - INFO - Initiate the data ingestion
[2025-09-06 00:31:16,160] 67 root - INFO - Performed train test split on the dataframe
[2025-09-06 00:31:16,161] 69 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-09-06 00:31:16,162] 77 root - INFO - Exporting train and test file path.
[2025-09-06 00:31:16,334] 86 root - INFO - Exported train and test file path.
[2025-09-06 00:31:16,336] 22 root - INFO - Data Initiation Completed
[2025-09-06 00:31:16,357] 26 root - INFO - Initiate the data Validation
[2025-09-06 00:31:16,486] 32 root - INFO - Required number of columns:2
[2025-09-06 00:31:16,486] 33 root - INFO - Data frame has columns:31
[2025-09-06 00:31:16,486] 32 root - INFO - Required number of columns:2
[2025-09-06 00:31:16,486] 33 root - INFO - Data frame has columns:31
[2025-09-06 00:31:16,865] 28 root - INFO - data Validation Completed
